HeaderID,SENDERID,TelemarketerName,Validity,Header Valid Till,EXPLANATION,REGISTEREDDLT,REQUESTEDDATE,STATUSDATE,CreatedBy,APPROVAL STATUS,STATUS
'1105172085446497092',DSOYTL,--,Permanent,--,"DSOYTL - DISTRICT SPORTS OFFICE YAVATMAL",Vodafone Idea,13-Jul-2024 12:37:45,--,ghanshyam,Pending,--
